musteri_kodu,unvan,adres,sehir,ilce,lat,lon,rut_kod,rut_aciklama,ziyaret_sira,son_teslimat_tarihi,toplam_teslimat_sayisi,toplam_agirlik,toplam_tutar,durum,musteri_grubu,bolge_grubu,geocode_kaynak,geocode_hassasiyet,satis_temsilcileri,telefon,posta_kodu,ilk_teslimat_tarihi,son_teslimattan_gecen_gun
100000709,MERLİNVET VETERİNER KLİNİĞİ FURKAN MUSTAFA ERDEM,İSTİKLAL MAH. İSTİKLAL CAD. NO:106/A PAMUKKALE,DENİZLİ,,37.765747,29.0948144,730,AYDIN BÖLGE CARİ MÜŞTERİ,14,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,AYDIN MERKEZ,5457700779,34000,,
100000793,BALIM PETSHOP ÇAĞRI SEVİM,ADALET MAH. KAZIM KARABEKİR CAD. NO:64B,DENİZLİ,,37.7804129,29.0297132,730,AYDIN BÖLGE CARİ MÜŞTERİ,15,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,AYDIN MERKEZ,5058636874,34000,,
100000794,AYVALIK TOSTÇUSU HASAN ALİ BAYSAL,SARAYLAR MAH. 514SK. NO:3/B MERKEZEFENDİ,DENİZLİ,,37.7845175,29.0845166,730,AYDIN BÖLGE CARİ MÜŞTERİ,16,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,AYDIN MERKEZ,5452765733,34000,,
100000808,EFYA PETSHOP MURADİYE AKKURT,SIRAKAPILAR MAH. MİMAR SİNAN CAD. ERSU APT. NO:30 A,DENİZLİ,,37.7784261,29.0792487,730,AYDIN BÖLGE CARİ MÜŞTERİ,17,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,AYDIN MERKEZ,5304794790,34000,,
100000810,SARAY PETSHOP AKVARYUM&KUŞ GALERİSİ BEKİR OK,SURAKAPILAR MAH. PROF. DR. NUSRET FİŞEK SK. NO:12/A KAŞIKÇI İŞ HANI,DENİZLİ,,,,730,AYDIN BÖLGE CARİ MÜŞTERİ,18,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,basarisiz,yok,AYDIN MERKEZ,5324735076,34000,,
100000823,PASTEL PETSHOP MEHMET ÇAKIROĞLU,ATALAR MH. 935SK NO:3,DENİZLİ,,,,730,AYDIN BÖLGE CARİ MÜŞTERİ,19,2025-12-22,1,165.0,20404.66,Aktif,201 - PETSHOP,cekirdek,basarisiz,yok,AYDIN MERKEZ,5522928412,34000,2025-12-22,214
100000976,ÖZDEVET TARIM - HAYVANCILIK - OTOMOTİV SAN. VE TİC. LTD. ŞTİ,CUMHURİYET MAH. ALİ HAYDAR AKIN CAD. NO:1/B4 BULDAN/DENİZLİ,DENİZLİ,BULDAN,38.0433849,28.8402325,730,AYDIN BÖLGE CARİ MÜŞTERİ,20,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,AYDIN MERKEZ,5304062368,34000,,
100000978,ESMERAY ZİYLAN,TOPRAKLIK MAHALLESİ 632 SOKAK NO:5/A PAMUKKALE/DENİZLİ,DENİZLİ,,37.7821118,29.0911959,730,AYDIN BÖLGE CARİ MÜŞTERİ,21,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,AYDIN MERKEZ,5073689495,34000,,
100000979,FATİH TONBAK,DOKUZKAVAKLAR MAHALLESİ 2049 SOKAK NO:85/A PAMUKKALE/DENİZLİ,DENİZLİ,,37.7895315,29.1048379,730,AYDIN BÖLGE CARİ MÜŞTERİ,22,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,AYDIN MERKEZ,5422083288,34000,,
100000980,YAKUP OKAY,DOKUZKAVAKLAR MAH. ŞEHİT YUNUS KESKİN CAD. NO:99/A PAMUKKALE/DENİZLİ,DENİZLİ,,37.7895315,29.1048379,730,AYDIN BÖLGE CARİ MÜŞTERİ,23,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,AYDIN MERKEZ,5366458222,34000,,
100000981,HANİFE ERDOĞAN,DELİKTAŞ MAH. Ş.ER YILMAZ ZEREN CAD. NO:26 A PAMUKKALE/DENİZLİ,DENİZLİ,,37.7790772,29.1016646,730,AYDIN BÖLGE CARİ MÜŞTERİ,24,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,AYDIN MERKEZ,5511339767,34000,,
100000983,MUHAMMED YASİN KÖKEN,PELİTLİBAĞ MAH. HÜRRİYET CAD. NO:121/B PAMUKKALE/DENİZLİ,DENİZLİ,,37.7716299,29.0949959,730,AYDIN BÖLGE CARİ MÜŞTERİ,25,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,AYDIN MERKEZ,5011341000,34000,,
100000984,MEHMET KIZILHAN,HACIKAPLANLAR MAH. ATATÜRK CAD. ÇETİNKAYA APT. NO:100/A PAMUKKALE/DENİZLİ,DENİZLİ,,37.7744928,29.0925257,730,AYDIN BÖLGE CARİ MÜŞTERİ,26,2025-12-30,2,1193.0,36810.81,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,AYDIN MERKEZ,5538379118,34000,2025-12-22,206
100000985,EBUBEKİR YAZÇALI,İSTİKLAL MAH. ZÜBEYDE HANIM CAD. ONUR APT. NO:112/A PAMUKKALE/DENİZLİ,DENİZLİ,,37.765747,29.0948144,730,AYDIN BÖLGE CARİ MÜŞTERİ,27,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,AYDIN MERKEZ,5459659817,34000,,
100000986,RAMAZAN ULUSOY,İNCİLİPINAR MAHALLESİ 1197 SOKAK NO:2/A PAMUKKALE/DENİZLİ,DENİZLİ,,37.7603602,29.1002802,730,AYDIN BÖLGE CARİ MÜŞTERİ,28,,0,0.0,0.0,Aktif,200 - VETERİNER,cekirdek,nominatim_mahalle,mahalle_merkezi,AYDIN MERKEZ,5418994260,34000,,
100001011,RAW PET SHOP/NEFİSE SELÇUK,ÇAKMAK MAHALLESİ.139/1 SK.NO:23 A,DENİZLİ,,37.7883435,29.0120885,730,AYDIN BÖLGE CARİ MÜŞTERİ,29,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,AYDIN MERKEZ,5308920872,34000,,
100001012,SARVET VETERİNERLİK,AŞAĞI MAHALLE CUMHURİYET CADDESİ NO:53 B SARAYKÖY,DENİZLİ,SARAYKÖY,37.9273077,28.9234906,730,AYDIN BÖLGE CARİ MÜŞTERİ,30,2026-05-20,1,666.0,93196.17,Aktif,200 - VETERİNER,cekirdek,erp,saha_gps,AYDIN MERKEZ,5468861696,34000,2026-05-20,65
100001013,BAHAR PET SHOP/BAHAR SÖNMEZ,MURATDEDE MAHALLESİ MERKEZ EFENDİ CADDESİ NO:60/A MERKEZEFENDİ,DENİZLİ,,37.7841538,29.0732048,730,AYDIN BÖLGE CARİ MÜŞTERİ,31,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,AYDIN MERKEZ,5449249248,34000,,
100001015,BAHAR PET SHOP/BAHAR DÖNMEZ,MURAT DEDE MAHALLESİ MERKEZ EFENDİ CADDESİ NO:60/A MERKEZEFENDİ,DENİZLİ,,37.7845688,29.0760287,730,AYDIN BÖLGE CARİ MÜŞTERİ,32,2026-03-09,1,1044.0,19199.39,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,AYDIN MERKEZ,5336823199,34000,2026-03-09,137
100001023,BATUHAN EKMEKCİ/PATİ PET SHOP,MERKEZ EFENDİ MAHALLESİ FATİH CADDESİ NO:74/C,DENİZLİ,,37.7784563,29.0656533,730,AYDIN BÖLGE CARİ MÜŞTERİ,33,2026-01-12,1,324.0,42768.0,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,AYDIN MERKEZ,5365078513,34000,2026-01-12,193
100001024,İLKER ÖZCAN/ÖZCAN AKVARYUM VE PET SHOP,ZEYTİNKÖY MAHALLESİ VATAN BULVARI NO:25A PAMUKKALE,DENİZLİ,,37.7405252,29.1189578,730,AYDIN BÖLGE CARİ MÜŞTERİ,34,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,AYDIN MERKEZ,5052109120,34000,,
100001025,HATİCE DİNECİ/ARDA PET SHOP,KARAHASANLI MAH.2040 SOK NO:3/B,DENİZLİ,,37.8072828,29.0246018,730,AYDIN BÖLGE CARİ MÜŞTERİ,35,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,AYDIN MERKEZ,5400066636,34000,,
100001026,PAŞA PET SHOP/İLAYDA KAYA,KUŞPINAR MAH.LİSE CAD.NO.79/A,DENİZLİ,,37.7646024,29.0841626,730,AYDIN BÖLGE CARİ MÜŞTERİ,36,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,AYDIN MERKEZ,5368103344,34000,,
100001027,ARDA PET SHOP,KARAHASANLAR MAH 2040 SOK.NERGİS APTNO:3/B DENİZLİ,DENİZLİ,,,,730,AYDIN BÖLGE CARİ MÜŞTERİ,37,2026-01-05,1,102.0,6456.02,Aktif,201 - PETSHOP,cekirdek,basarisiz,yok,AYDIN MERKEZ,5400066636,34000,2026-01-05,200
100001028,PAŞA PET SHOP,KUŞPINAR MAH.LİSE CADDESİ NO.79/A DENİZLİ,DENİZLİ,,37.7646024,29.0841626,730,AYDIN BÖLGE CARİ MÜŞTERİ,38,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,AYDIN MERKEZ,5368103344,34000,,
100001037,NM PET STORE/NİLGÜN KARTAL AYDEMİR,İSTİKLAL MAH İNENÜ CAD ÇAKALOĞLU APT NO:3/A,DENİZLİ,,37.765747,29.0948144,730,AYDIN BÖLGE CARİ MÜŞTERİ,39,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,AYDIN MERKEZ,5448139765,34000,,
100001044,ANİMALİA PET,BAŞKARCI MH 1040/1 SK.NO:24 İÇ KAPI NO:1,DENİZLİ,,,,730,AYDIN BÖLGE CARİ MÜŞTERİ,40,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,basarisiz,yok,AYDIN MERKEZ,5558555500,34000,,
100001045,ÇUVALLA MAMA,1200 EVLER MH 2037 SK KAYHAN APT NO:2,DENİZLİ,,,,730,AYDIN BÖLGE CARİ MÜŞTERİ,41,2025-12-22,1,510.0,51207.34,Aktif,201 - PETSHOP,cekirdek,basarisiz,yok,AYDIN MERKEZ,5325042489,34000,2025-12-22,214
100001046,İŞİMİZ PET SHOP,ALTINTOP MH LİSE CAD NO:56A MERKEZEFENDİ,DENİZLİ,,,,730,AYDIN BÖLGE CARİ MÜŞTERİ,42,2025-12-22,1,1121.0,89423.47,Aktif,201 - PETSHOP,cekirdek,basarisiz,yok,AYDIN MERKEZ,5469528156,34000,2025-12-22,214
100001072,MEHMET ALİ ŞEN,FESLEĞEN MH.KIBRIS ŞEHİTLERİ CAD: NO:49A PAMUKKALE,DENİZLİ,,,,730,AYDIN BÖLGE CARİ MÜŞTERİ,43,2025-12-22,1,330.0,30803.33,Aktif,201 - PETSHOP,cekirdek,basarisiz,yok,AYDIN MERKEZ,5070102701,34000,2025-12-22,214
100000400,ALI BILGIN,FATİH MAH.1898 SK.NO:11/2,DENİZLİ,,38.1524997,29.0667289,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,,5456037587,34000,,
100000401,ÖZCAN GÜVEN,Hürriyet Mah. İnönü Cad. No:56/B Kocabaş Honaz - DENİZLİ,DENİZLİ,HONAZ,37.7617959,29.2712625,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,,5374687075,34000,,
100000402,CELEPOGULLARI LOJISTIK ITH.VEIHR. A.S,Topraklı Mah. Şehit Kemal Kalaycı Sok. No:26/1 Pamukkale Denizli,DENİZLİ,,,,,,,,0,0.0,0.0,Pasif,202 - YEM TOPTAN,cekirdek,basarisiz,yok,,5323943244,34000,,
100000403,IBRAHIM SAHAN,Mahmudiye Mah. İstiklal Cad. No:3/A Bozkurt Denizli,DENİZLİ,BOZKURT,37.8225651,29.612242,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,,5395527466,34000,,
100000404,ERTAN ERTAS,GERZELE MAH.531 SOKAK NO:9 MERKEZEFENDİ-DENİZLİ,DENİZLİ,,37.7491493,29.0526322,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,,5332365369,34000,,
100000405,ÖZYILMAZ YEM GÜBRE TARIM,TURAN MAH. MESCİD BENDİ SOK. NO:5 SARAYKÖY-DENİZLİ,DENİZLİ,SARAYKÖY,37.9305827,28.9235365,,,,,0,0.0,0.0,Pasif,202 - YEM TOPTAN,cekirdek,nominatim_mahalle,mahalle_merkezi,,5323572937,34000,,
100000406,DENIZLI ÖZEL VETR.HZ VE ARAÇ SAN.VE TIC.LTD.STI,SARAYLAR MAH.TUHAFİYE CAD.NO:81 İÇ KAPI NO:1 MERKEZEFENDİ-DENİZLİ,DENİZLİ,,37.7845175,29.0845166,,,,,0,0.0,0.0,Pasif,200 - VETERİNER,cekirdek,nominatim_mahalle,mahalle_merkezi,,5322342175,34000,,
100000407,ERSIN ERTAS,İSTİKLAL MAH.ZÜBEYDE HANIM CAD.NO:112 PAMUKKALE-DENİZLİ,DENİZLİ,,37.765747,29.0948144,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,,5547830953,34000,,
100000408,OSMAN ISILDAR,KINIKLI MAHALLESİ ULUS CAD.6006 SK.NO:1/2 PAMUKKALE-DENİZLİ,DENİZLİ,,37.7463475,29.0931229,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,,5324855820,34000,,
100000409,DÖNMEZ NAKLIYE NALBURIYE TARIM,CUMHURİYET MAH. CAMİ CADDESİ NO:20 KALE-DENİZLİ,DENİZLİ,KALE,37.4455695,28.8489624,,,,,0,0.0,0.0,İptal,202 - YEM TOPTAN,cekirdek,nominatim_mahalle,mahalle_merkezi,,5335995786,34000,,
100000410,ARZU ABALIOGLU,,DENİZLİ,KALE,37.4437871,28.8463079,,,,,0,0.0,0.0,İptal,201 - PETSHOP,cekirdek,nominatim_ilce,ilce_merkezi,,5332844737,34000,,
100000414,ÖZCAN ESKIN,DEĞİRMENÖNÜ MAH.LİSE CAD.NO:72/1-A MERKEZEFENDİ-DENİZLİ,DENİZLİ,,37.7724793,29.0814636,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,,5070930797,34000,,
100000417,ÖZLEM KÜÇÜKKEPECI INCE,HALLAÇLAR MAHALLESİ 3003 SOKAK NO:27/A MERKEZEFENDİ-DENİZLİ,DENİZLİ,,37.7746433,29.0037778,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,,5315023927,34000,,
100000418,ISMAIL SOYSAL,15 MAYIS MH.560 SK.İNCEOĞLU APT.NO:11/8 PAMUKKALE-DENİZLİ,DENİZLİ,,,,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,basarisiz,yok,,5416452422,34000,,
100000420,OSMAN KARAKUS,YENİŞEHİR MAH. 13.SK. NO:35 MERKEZEFENDİ-DENİZLİ YENİŞEHİR MAH. 13.SK. NO:35 MERKEZEFENDİ-DENİZLİ,DENİZLİ,,37.7614449,29.0395997,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,erp,saha_gps,,5352509118,34000,,
100000421,ARZU KARADAG,TOPRAKLIK MAH. HALK CAD. NO:110/A DENİZLİ,DENİZLİ,,37.7821118,29.0911959,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,,5551980155,34000,,
100000423,ABALIOGLU LEZITA GIDA SANAYI A.S,ESKİ HİSAR MAH PAMUKKALE BULV NO:2/A MERKEZEFENDİ DENİZLİ,DENİZLİ,,,,,,,,0,0.0,0.0,İptal,201 - PETSHOP,cekirdek,basarisiz,yok,,5388438131,34000,,
100000424,FATIH AVCI,ÇATLAR MAH RAUF DENKTAŞ CAD NO:310/1 ÇİVRİL DENİZLİ,DENİZLİ,ÇİVRİL,38.3005877,29.7373813,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,nominatim_ilce,ilce_merkezi,,5336999223,34000,,
100000425,HELGA MAKAV,KIZILCABÖLÜK MAH HALİÇİ MEYDANI NO:2 Z 13 TAVAS DENİZLİ,DENİZLİ,TAVAS,37.5729263,29.0712601,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,nominatim_ilce,ilce_merkezi,,5546027424,34000,,
100000426,MUHAMMED ÇIRAK,FESLEĞEN MAH İNÖNÜ CAD NO:28 C İÇ KAPI NO:1 PAMUKKALE DENİZLİ,DENİZLİ,,37.7685113,29.0926285,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,,5066687520,34000,,
100000427,BEKIR ULUGUT,KURTLUCA MAH KURTLUCA SOK NO:226/1 PAMUKKALE DENİZLİ,DENİZLİ,,,,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,basarisiz,yok,,5374821335,34000,,
100000429,ELIT PETSHOP IÇ VE DIS TICARET LIMITED SIRKETI,İSTİKLAL MAH. ZÜBEYDE HANIM. CAD. AKTAŞ APT. NO: 114D PAMUKKALE/ DENİZLİ,DENİZLİ,,37.765747,29.0948144,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,,5306529529,34000,,
100000431,AYBÜKE GEDİK,HACIKAPLANLAR MAH BARIŞ CAD ÖZGÜR NO 25B PAMUKKALE DENİZLİ,DENİZLİ,,37.7744928,29.0925257,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,,5541768585,34000,,
100000432,DENIZLI BÜYÜKSEHIR BELEDIYESI ÇEVRE KORUMA VE KONT. DAIRE BASK,BARBAROS BULV. NO:108 PAMUKKALE DENİZLİ,DENİZLİ,,,,,,,,0,0.0,0.0,İptal,203 - ÇİFTLİK/BARINAK,cekirdek,basarisiz,yok,,5416123357,34000,,
100000434,BAY HES ELEKTRONİK HİZMETLER SANAYİ VE TİCARET PAZARLAMA LİMİTED ŞİRKETİ,KALE MAH 346 SOK NO:9A PAMUKKALE DENİZLİ,DENİZLİ,,37.7996035,29.1618242,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,,5333083717,34000,,
100000435,DOĞUKAN ALKIN,İSMETPAŞA MAH.103 SK.NO:10/R DİKİLİ-İZMİR,DENİZLİ,SARAYKÖY,37.9244344,28.9230836,,,,,0,0.0,0.0,Pasif,200 - VETERİNER,cekirdek,nominatim_ilce,ilce_merkezi,,5065873704,34000,,
100000436,ÖZEL AKADEMİ 1 SAĞLIK HİZMETLERİ VE TİCARET ANONİM ŞİRKETİ,MERKEZEFENDİ MAH 438 SOK NO:15 İÇ KAPI NO 0 MERKEZEFENDİ DENİZLİ,DENİZLİ,,37.7784563,29.0656533,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,,5322258050,34000,,
100000437,KADİR ÖZEK,cumhuriyet mahallesi Gönül Caddesi no 12 Buldan Denizli,DENİZLİ,BULDAN,38.0433849,28.8402325,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,,,34000,,
100000438,İBRAHİM DAŞTAN,MAHMUDİYE MAH İSTİKLAL CAD NO:3A İÇ KAPI NO A BOZKURT DENİZLİ,DENİZLİ,BOZKURT,37.8225651,29.612242,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,,5395527466,34000,,
100000592,İSA SOYATİK FORUM PETSHOP,MEHMETÇİK MAH. KIBRIS SEHİTLERİ CAD. NO:124/A,DENİZLİ,,37.8191412,29.606266,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,,5397835658,34000,,
100000604,ÜSTEK GIDA OTOMOTİV İNŞ. TURZ. PET. RENT A CAR SAN. VE TİC. LTD. ŞTİ,CEVHERPAŞA MH. HİSAR CD. NO:5 KALE DENİZLİ,DENİZLİ,KALE,37.4437871,28.8463079,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,nominatim_ilce,ilce_merkezi,,5542986596,34000,,
100000605,BİLGİN MARKET,CEVHERPAŞA MH. CAMİ CD. NO:10/D KALE,DENİZLİ,KALE,37.4437871,28.8463079,,,,,0,0.0,0.0,Pasif,205 - GELENEKSEL KANAL,cekirdek,nominatim_ilce,ilce_merkezi,,5304133606,34000,,
100000666,ELA PETMARKET FERHAT KARATAŞ,ALTINTOP MAH. SALTAK CADDESİ NO:117/B MERKEZEFENDİ,DENİZLİ,,37.772438,29.0854185,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,,5305583847,34000,,
100000667,MIRMIR PETSHOP AHMET KAVSARA,PELİTLİBAĞ MAH. HÜRRİYET CAD. NO:88/3 PAMUKKALE,DENİZLİ,,37.7716299,29.0949959,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,,5545073100,34000,,
100000674,YAKAMOZ PETSHOP AHMET KAVSARA,PELİTBAĞ MAH. HÜRRİYET CAD. NO:88/3A,DENİZLİ,,,,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,basarisiz,yok,,5555555555,34000,,
100000678,AVRASYA PET SHOP,SARAYLAR MAH. CUMHURİYET CD. NO:13 (NAPA OTEL KRŞ),DENİZLİ,,37.7845175,29.0845166,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,,5314586046,34000,,
100000788,DEMİR MARKET VELİ DEMİR,AYDINOĞLU MAH. KARANFİL SK. NO:4 KUYUCAK,DENİZLİ,MERKEZ,37.7784563,29.0656533,,,,,0,0.0,0.0,Pasif,205 - GELENEKSEL KANAL,cekirdek,nominatim_ilce,ilce_merkezi,,5523309095,34000,,
100000812,SEVİMLİ DOSTLAR PET SHOP GÖKHAN BALTA,ÇARŞI MAH. SARAYARDI SK. NO:4A ÇİVRİL,DENİZLİ,ÇİVRİL,38.3032938,29.7310859,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,,5363683674,34000,,
100000822,SEMİ PET STORE SEMİH ZİYLAN,YUNUSEMRE MAH. BURSA CAD. NO:107/A,DENİZLİ,,37.7476818,29.1042178,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,,5555647724,34000,,
100000824,DARLING PET SHOP İBRAHİM GİRGİN,DEĞİRMENÖNÜ MH. LOZAN CD. NO:67 B,DENİZLİ,,,,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,basarisiz,yok,,5498810338,34000,,
100000987,FBS EVCİL HAYVAN ÜRÜNLERİ PAZARLAMA SANAYİ TİCARET LİMİTED ŞİRKETİ,MEHMETÇİK MAH. ZÜBEYDE HANIM CAD. YASSIHÜYÜK APT. NO:122/A PAMUKKALE/DENİZLİ,DENİZLİ,,37.8191412,29.606266,,,,,0,0.0,0.0,Pasif,202 - YEM TOPTAN,cekirdek,nominatim_mahalle,mahalle_merkezi,,5550618987,34000,,
100001014,MY PET SHOP/AHMET YESEVİ KANPOLAT,KUŞPINAR MAH İNÖNÜ CAD ÖZGÜN SİTESİ NO:184/A KUŞPINAR MAH İNÖNÜ CAD ÖZGÜN SİTESİ NO:184/A,DENİZLİ,,37.7646024,29.0841626,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,,5541881854,34000,,
100001016,MY PET SHOP/AHMET YESEVİ KANPOLAT,KUŞPINAR MH İNÖNÜ CAD ÖZGÜN SİTESİ NO:184/A,DENİZLİ,,,,,,,,0,0.0,0.0,Pasif,201 - PETSHOP,cekirdek,basarisiz,yok,,5541881854,34000,,
100000255,PASAOGLU GÜBRE TOPRAK MAHSÜLLERI YEM GIDA SAN.TIC.LTD.STI,ULUCAMİ MAH.374 SOK. NO:92/A AKHİSAR-MANİSA AKHİSAR-MANİSA,MANİSA,AKHİSAR,38.9072256,27.8371219,689,ÖMER AYDIN PAZARTESİ,8,2026-03-31,2,1800.0,81844.85,Aktif,202 - YEM TOPTAN,cekirdek,erp,saha_gps,ÖMER AYDIN,5327671570,34000,2026-02-28,115
100000261,EROL ÇOBAN,PAŞA MAH SEMT 5. SOK NO:44 AKHİSAR MANİSA,MANİSA,AKHİSAR,38.9199634,27.8401177,689,ÖMER AYDIN PAZARTESİ,9,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,erp,saha_gps,ÖMER AYDIN,5545058822,34000,,
100000267,MEHMET ÇAKIR,KURTULUŞ MAH HAZAR SOK NO:6/11 MANİSA ALAŞEHİR,MANİSA,ALAŞEHİR,38.3536717,28.5248852,689,ÖMER AYDIN PAZARTESİ,10,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,ÖMER AYDIN,5308607004,34000,,
100000450,GÜR TİCARET A.Ş,GAZİLER MH. ZAHİRECİLER SİT. A BLOK NO:5 SALİHLİ,MANİSA,SALİHLİ,38.4940078,28.1441121,689,ÖMER AYDIN PAZARTESİ,11,,0,0.0,0.0,Aktif,202 - YEM TOPTAN,cekirdek,erp,saha_gps,ÖMER AYDIN,5322364130,34000,,
100000457,MAVİŞİM PETSHOP HÜSEYİN ALMAZ,CUMHURİYET MH. YEDİ EYLÜL YOLU CD. NO:6/A,MANİSA,TURGUTLU,38.4990047,27.7031566,689,ÖMER AYDIN PAZARTESİ,12,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,erp,saha_gps,ÖMER AYDIN,5078749423,34000,,
100000463,AK-FA TARIM ÜRÜNLERİ,,MANİSA,SALİHLİ,38.4829405,28.1309046,689,ÖMER AYDIN PAZARTESİ,13,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_ilce,ilce_merkezi,ÖMER AYDIN,5417670415,34000,,
100000469,UYSAL TARIM,,MANİSA,KULA,38.7298492,28.3863642,689,ÖMER AYDIN PAZARTESİ,14,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,erp,saha_gps,ÖMER AYDIN,5326301681,34000,,
100000475,ALİ İHSAN BAŞGÖNÜL,,MANİSA,SALİHLİ,38.4829405,28.1309046,689,ÖMER AYDIN PAZARTESİ,15,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_ilce,ilce_merkezi,ÖMER AYDIN,5541971929,34000,,
